,review_comments,star_rating
161,"Not bad. You need a pretty decent vocabulary for some of the objects, and there are some ambiguous terms like ""bow""Ã¢â¬âit\'s a ribbon, not a hunting bow. Also, spoiler alert, the FBI was known as the Bureau of Investigation prior to 1935, so there\'s a few anachronisms present in the story. Also June\'s mole and hat decoration seem to switch sides a bit, so there\'s little inconsistencies from mirroring assets that might bother you if you\'re the nitpicky type. I don\'t know how I feel about forcing the user to build stuff just to progress through the story, that seems a little silly, but some might find that aspect fun. It\'s a free game, can\'t complain too much.  ')",4
163,"I really enjoy this game, but I have found a flaw in the design. The game speeds up as you go and after a point it doesn't go faster, but after around 10,000 you notice the ball start to move forward on the screen and after about 20,000 you don't even have to move the ball to not die. It just misses the spikes. I know you might be thinking Its not on the leaderboards, but that's my next complaint. Im currently 6 on the leaderboards, but I've gotten a better score and it won't update. I quite frankly destroyed that score and it doesn't show up. Thank you for your time and I hope this helped  "")",5
165,"LOVE this game!! Literally, I don't think I can explain it. Just play it, and see for yourself :D    If you like figuring stuff & puzzles out, this is totally for you! And also, it's just so satisfying to watch. I personally play lots of the puzzles over & over again, just to see the graphics, how all the objects fly and move Ã°Å¸ËÅ  "")",5
166,My young one loves the game. I like because it helps with concentration and coordination.  '),5
169,These are some recommended improvements for the game:  1. Add an option in the shop wherein the player can buy a boost to make the snake better at the start of the game such us more balls 2. Make it possible for the boosters on the extreme level to be activated longer  3. Make the players earn more coins in the challenge level 4. Help us earn more coins  '),4
170,4 star. Great game. Just far to little energy and quests take far to long to refresh. You spend more time not playing it than playing it!. It needs work. Like more energy n Less waiting time. Getting drone box parts is just crazy low.  I do like the style of the game alot. And good tunes is always a pluss. But it 100% needs a tweek  '),4
171,I have only had the game a few hours and I am already falling in love with it. It is great to go on when you have a spare 10-15 minutes. The grid is larger than others so I can read the words fluently and quickly without them being hard to see. You get points after each time you complete the grid so if you are really stuck you can receive a hint for some points. I would highly recommend this excellent game.  '),5
172,J adore  et j aime et puis jador aprendre a lire et a ecrireÄÅ¸ï¿½â¦  '),5
174,"This game is SOOOOOOO good! I think the Graphics are really cool aswell. I love the gameplay,  the charecters are so cute! I love how you can save up coins and customise your own character. Right now I am saving up for a Superhero cape, I already have the mask! Well done, I love everything, and there are no ads! Which is a first, because I don't have ANY games on my phone that don't pop up with ads every once in a while. CONGRATS!  "")",5
178,"I love this game and I've played it for a long time. It's a good game that deserves a 5 star rating. Also I one attempted the new level cloud with all gems. It's insanely easy :p, but I'm glad to see more easier levels being added. Also, the people who are saying it's boring and to hard, everything takes practice. You don't just hop on a game, play for a few days, and become an insanely good player. I've been playing over a year and still have trouble on 4 and 5 star levels.  "")",5
180,Its my 2nd day im playing this game..already made so many friends...i love the realtime voice chat. Which is the most important because part i guess. After trying all survival games and other types of games i got addicted to this one. I love thia game. But one more thing i wanna ask u...can u add more vehicle feature like other vehicle like bikes. And more type of weapon.?  '),5
183,"I really like it so far. If I can build the perfect hand, I would like a Toyota Previa, a Mazda RX-7 FC, a Nissan GTR R32, Isuzu Trooper, and a 1970 Dodge Challenger. 700 cars. Maybe I'll get lucky. (Also that would be mighty impressive if those cars were in the game) I just hope that the microtransactions are not required in the later game to progress. Otherwise I would be quite disappointed. Hoping the best for the game devs ^_^  "")",5
