,review_comments,star_rating
277,"This would be 5 stars except exiting doesn\'t exit. Using the ""Back"" button to leave and close down the game doesn\'t work. You\'re locked into the game end screen and are left to tap the recent apps button then kill the game using the ""X"" else tap the ""Home"" button, which leaves the game running in the background. Clearly the developers don\'t know Android as well as iOS, which doesn\'t give the option of exiting gracefully like Android...  ')",3
278,"Computers players dice rolls feel manipulated. Also needs speed play to eliminate animations and skip to result of computers turn for faster rounds. Boring waiting for computer players to end their turns. Need more explanation of chance cards and swap options. Good concept and sound.. good graphics.. Stamps collected should literally be stamps in passport book.. not chips that doesn't make sense. Anyways I like it but the dice rolls feel pretty fishy.  "")",3
281,"Boring! Not realistic at all. It doesn't really look like your phone glass is broken and the sound is actually like a window breaking in a house, not a phone screen. Plus, way too many ads. Don't waste your time. Uninstalling NOW.  "")",1
285,Well even after binding my account and playing for a bit it reset my account. Good thing i didnt spend any money. Dont spend any money cause it might happen to you! Also before you tell me my account is safe i tried the other areas and still started me over.  '),2
287,"I love the game BUT! For all the years I've gone on and off the game, they STILL haven't fixed the fact you can't use the very top of the farm because the map doesn't let you scroll that far up and the status/level bar is in the way. So it's there.. but you just can't put anything there because you'll never be able to collect your items from it.  "")",3
290,"I would give it more stars but it is anyoning when you have to get completing out because when you go to view an ad the screen is completely black & doesn't do anything, so you have shut the game down & go back in and it still does it. It would be nice with extra slot you do with PVZ 1. Watch a video to use the slot. Also when ads freeze in the middle & now I lost on getting diamonds.  "")",3
295,"Your new update has made the game UNPLAYABLE. There is way too much lag. My fps if I were to have a estimate is at like 15 maybe 20. Before it was smooth but now it's just awful. Absolutely awful. I'm on low graphics and it's just bad. Fix your game and then I'll rate higher  "")",1
300,"It's ok. Would be nice if you could switch the blocks with the block beside it to make a match. I like the team thing. But would be nice if you could ask your team for the boosters you can click on while your in the the game. Lives refill automatically. Boosters don't. And I find the every 20 stars and every 10 levels chests mainly give boosters that you have to select before entering the level  "")",3
302,"Waaaaay too many friggin ads...an ad after every round is VERY annoying and detrimental to game play!! Love the idea of the game so far, except it doesn't include all possible words created with available letters--also annoying!! Hope to see less ads in future--increasing my rating of game will hinge on that...or I'll just uninstall it...  "")",2
304,"Addictive game.  I'm in level 1340 and play this game everyday. This app is cheating in spinner. I try it everyday and I never got jackpot. The chance to get jackpot is 1/8. statistically it is almost impossible not win it even once in this many tries. I'm absolutely sure there is something in the background of this spinner.  "")",2
